country,city,coffee_in_cafe,cost_beer,cost_coworking,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,life_score,nightlife,nomad_score,places_to_work,racism,safety
United States,Grand Rapids,5.0,5.0,99.0,3071,1.0,34.0,0.8,0.6,0.8,26,0.85,0.8,0.79,0.8,0.8,0.8
France,Nice,5.38,5.38,322.6,3240,0.8,34.5,1.0,0.6,0.8,12,0.85,1.0,0.79,0.8,0.6,1.0
France,Marseille,6.45,6.45,290.34,3247,1.0,34.5,0.8,0.6,1.0,20,0.86,0.8,0.79,0.8,0.6,0.6
Greece,Athens,5.91,5.91,209.69,2720,0.6,55.9,0.8,0.4,0.8,8,0.81,0.8,0.79,0.8,0.8,0.8
United States,Athens,5.91,5.91,209.69,2720,0.6,55.9,0.8,0.4,0.8,8,0.81,0.8,0.79,0.8,0.8,0.8
United States,Athens,5.91,5.91,209.69,2720,0.6,55.9,0.8,0.4,0.8,8,0.81,0.8,0.79,0.8,0.8,0.8
United States,Athens,5.91,5.91,209.69,2720,0.6,55.9,0.8,0.4,0.8,8,0.81,0.8,0.79,0.8,0.8,0.8
United States,Athens,5.91,5.91,209.69,2720,0.6,55.9,0.8,0.4,0.8,8,0.81,0.8,0.79,0.8,0.8,0.8
United States,Athens,5.91,5.91,209.69,2720,0.6,55.9,0.8,0.4,0.8,8,0.81,0.8,0.79,0.8,0.8,0.8
United States,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Philippines,San Jose,5.0,5.0,250.0,3312,1.0,34.0,0.8,0.6,1.0,12,0.85,0.6,0.79,0.8,0.8,0.8
Netherlands,The Hague,5.38,5.38,258.08,3006,1.0,28.2,0.8,1.0,1.0,0,0.86,0.6,0.79,0.8,0.8,1.0
Panama,Panama City,3.5,3.5,300.0,3523,0.6,53.2,1.0,0.4,1.0,15,0.81,0.8,0.79,0.8,0.8,1.0
United States,Panama City,3.5,3.5,300.0,3523,0.6,53.2,1.0,0.4,1.0,15,0.81,0.8,0.79,0.8,0.8,1.0
United States,Pittsburgh,5.0,5.0,150.0,3359,1.0,34.0,0.8,0.6,0.6,24,0.85,0.8,0.79,0.8,0.8,0.8
United States,Palo Alto,5.0,5.0,559.0,4029,0.6,34.0,0.8,0.6,0.8,19,0.85,0.8,0.79,0.8,0.8,0.8
France,Toulouse,3.76,3.76,129.04,2168,1.0,34.5,1.0,0.6,0.8,5,0.84,0.8,0.79,0.8,0.6,0.78
United States,Oklahoma City,5.0,5.0,350.0,2834,0.8,34.0,0.8,0.6,0.6,0,0.82,0.6,0.79,0.8,0.8,0.8
Switzerland,Basel,4.01,4.01,551.86,3011,1.0,21.8,0.6,0.8,0.8,41,0.85,0.4,0.79,0.8,0.6,1.0
Australia,Cairns,5.66,5.66,298.09,2541,1.0,22.5,0.8,0.8,0.8,16,0.86,1.0,0.78,0.4,0.8,0.8
Italy,Florence,6.45,6.45,204.31,3161,0.8,43.1,0.6,0.6,1.0,14,0.83,1.0,0.78,0.8,0.4,0.8
United States,Florence,6.45,6.45,204.31,3161,0.8,43.1,0.6,0.6,1.0,14,0.83,1.0,0.78,0.8,0.4,0.8
United States,Florence,6.45,6.45,204.31,3161,0.8,43.1,0.6,0.6,1.0,14,0.83,1.0,0.78,0.8,0.4,0.8
United States,Florence,6.45,6.45,204.31,3161,0.8,43.1,0.6,0.6,1.0,14,0.83,1.0,0.78,0.8,0.4,0.8
United States,Florence,6.45,6.45,204.31,3161,0.8,43.1,0.6,0.6,1.0,14,0.83,1.0,0.78,0.8,0.4,0.8
United States,Florence,6.45,6.45,204.31,3161,0.8,43.1,0.6,0.6,1.0,14,0.83,1.0,0.78,0.8,0.4,0.8
United States,Florence,6.45,6.45,204.31,3161,0.8,43.1,0.6,0.6,1.0,14,0.83,1.0,0.78,0.8,0.4,0.8
Japan,Fukuoka,5.56,5.56,92.52,1998,0.8,35.1,0.6,0.6,0.8,37,0.85,0.8,0.78,1.0,0.6,1.0
Norway,Oslo,4.14,4.14,235.14,3178,0.6,21.2,0.6,1.0,0.8,13,0.84,0.6,0.78,0.8,0.8,0.8
United States,St. Louis,5.0,5.0,100.0,3179,0.8,34.0,0.6,0.6,0.8,47,0.83,0.6,0.78,0.8,0.8,0.6
Indonesia,Denpasar,0.0,0.0,5.61,1575,0.4,74.9,0.8,0.2,0.6,8,0.74,0.8,0.78,0.8,0.4,0.8
Mexico,Playa del Carmen,1.69,1.69,177.31,1734,0.6,70.4,0.2,0.2,1.0,0,0.74,1.0,0.78,0.8,0.0,0.8
Brazil,Belo Horizonte,1.46,1.46,233.07,1870,0.4,65.3,0.4,0.4,0.82,12,0.73,0.6,0.78,0.8,0.8,0.48
United States,Salt Lake City,5.0,5.0,400.0,3159,0.8,34.0,1.0,0.6,1.0,33,0.87,0.6,0.78,0.8,0.8,0.8
India,Salt Lake City,5.0,5.0,400.0,3159,0.8,34.0,1.0,0.6,1.0,33,0.87,0.6,0.78,0.8,0.8,0.8
Canada,Quebec City,2.58,2.58,89.37,2081,1.0,23.8,0.6,0.8,0.8,0,0.82,0.4,0.78,0.8,1.0,0.8
United Kingdom,Nottingham,4.37,4.37,311.88,2687,1.0,32.4,0.6,0.6,0.8,0,0.83,0.8,0.78,0.8,1.0,0.6
Singapore,Singapore,2.38,2.38,212.16,3765,1.0,32.9,0.6,0.2,0.62,55,0.86,1.0,0.78,0.6,0.8,1.0
Poland,Warsaw,2.43,2.43,121.7,2128,0.4,40.7,0.6,0.6,0.8,21,0.8,1.0,0.78,0.8,0.4,0.62
United States,Warsaw,2.43,2.43,121.7,2128,0.4,40.7,0.6,0.6,0.8,21,0.8,1.0,0.78,0.8,0.4,0.62
United Kingdom,London,6.24,6.24,249.5,3020,0.8,32.4,0.44,0.6,0.8,14,0.82,1.0,0.78,0.8,1.0,0.6
Canada,London,6.24,6.24,249.5,3020,0.8,32.4,0.44,0.6,0.8,14,0.82,1.0,0.78,0.8,1.0,0.6
United States,London,6.24,6.24,249.5,3020,0.8,32.4,0.44,0.6,0.8,14,0.82,1.0,0.78,0.8,1.0,0.6
Latvia,Riga,2.69,2.69,76.35,1519,0.6,47.4,0.6,0.8,0.6,28,0.75,0.44,0.78,0.8,0.0,0.6
India,Riga,2.69,2.69,76.35,1519,0.6,47.4,0.6,0.8,0.6,28,0.75,0.44,0.78,0.8,0.0,0.6
Australia,Brisbane,7.55,7.55,290.54,3135,1.0,22.5,0.2,0.8,0.8,7,0.83,0.6,0.78,0.8,0.8,1.0
Canada,Halifax,3.32,3.32,221.57,2596,1.0,23.8,0.6,0.8,0.8,0,0.82,0.4,0.77,0.8,1.0,0.6
United Kingdom,Halifax,3.32,3.32,221.57,2596,1.0,23.8,0.6,0.8,0.8,0,0.82,0.4,0.77,0.8,1.0,0.6
United States,Charlotte,5.0,5.0,21.0,2564,0.8,34.0,0.8,0.6,0.8,23,0.85,0.8,0.77,0.4,0.6,1.0
United States,Charlotte,5.0,5.0,21.0,2564,0.8,34.0,0.8,0.6,0.8,23,0.85,0.8,0.77,0.4,0.6,1.0
United States,Boulder,5.0,5.0,350.0,4217,0.8,34.0,0.6,0.6,1.0,61,0.93,0.8,0.77,0.8,0.8,0.8
Estonia,Tallinn,1.08,1.08,129.04,2054,1.0,43.4,1.0,0.8,1.0,13,0.8,0.8,0.77,0.8,1.0,0.8
Uruguay,Montevideo,5.31,5.31,88.48,2327,0.8,36.2,0.4,0.8,0.6,7,0.79,0.4,0.77,0.8,0.8,0.6
United States,Bellingham,7.5,7.5,35.0,3281,0.8,34.0,0.6,0.6,1.0,18,0.83,0.4,0.77,0.8,0.8,0.8
United States,Bellingham,7.5,7.5,35.0,3281,0.8,34.0,0.6,0.6,1.0,18,0.83,0.4,0.77,0.8,0.8,0.8
Mexico,Mexico City,1.93,1.93,266.01,1510,0.6,70.4,0.4,0.2,0.8,0,0.72,1.0,0.77,0.8,0.0,0.42
Australia,Gold Coast,4.53,4.53,565.99,2986,0.8,22.5,0.2,0.8,1.0,20,0.83,0.6,0.77,0.4,0.8,0.6
Japan,Nagoya,6.62,6.62,92.52,2170,0.8,35.1,0.6,0.6,0.8,15,0.83,0.6,0.77,1.0,0.6,1.0
United States,Honolulu,6.0,6.0,199.0,4306,1.0,34.0,0.6,0.6,1.0,6,0.88,0.8,0.77,0.8,0.8,1.0
Macau,Macau,2.58,2.58,349.25,2855,0.6,52.2,0.6,0.522,0.6,23,0.81,0.6,0.77,0.4,0.0,0.6
Brazil,Macau,2.58,2.58,349.25,2855,0.6,52.2,0.6,0.522,0.6,23,0.81,0.6,0.77,0.4,0.0,0.6
United States,Cincinnati,5.05,5.05,35.0,2597,0.8,34.0,0.8,0.6,0.8,23,0.84,0.8,0.77,0.8,0.6,1.0
Canada,Ottawa,3.69,3.69,88.63,2472,1.0,23.8,0.6,0.8,1.0,0,0.84,0.4,0.77,0.8,1.0,1.0
United States,Ottawa,3.69,3.69,88.63,2472,1.0,23.8,0.6,0.8,1.0,0,0.84,0.4,0.77,0.8,1.0,1.0
United States,Ottawa,3.69,3.69,88.63,2472,1.0,23.8,0.6,0.8,1.0,0,0.84,0.4,0.77,0.8,1.0,1.0
United States,Columbus,5.0,5.0,500.0,3535,0.8,34.0,0.6,0.6,1.0,52,0.83,0.6,0.77,0.8,0.8,0.8
United States,Columbus,5.0,5.0,500.0,3535,0.8,34.0,0.6,0.6,1.0,52,0.83,0.6,0.77,0.8,0.8,0.8
United States,Columbus,5.0,5.0,500.0,3535,0.8,34.0,0.6,0.6,1.0,52,0.83,0.6,0.77,0.8,0.8,0.8
United States,Columbus,5.0,5.0,500.0,3535,0.8,34.0,0.6,0.6,1.0,52,0.83,0.6,0.77,0.8,0.8,0.8
United States,Columbus,5.0,5.0,500.0,3535,0.8,34.0,0.6,0.6,1.0,52,0.83,0.6,0.77,0.8,0.8,0.8
United Kingdom,Edinburgh,4.37,4.37,99.8,3238,1.0,32.4,0.4,0.6,0.8,0,0.84,1.0,0.77,0.8,1.0,1.0
New Zealand,Auckland,7.11,7.11,60.39,2810,0.8,21.3,0.2,0.8,0.8,7,0.82,0.6,0.77,0.8,1.0,1.0
Portugal,Aveiro,3.23,3.23,215.07,1964,0.8,29.2,0.4,0.8,1.0,20,0.8,0.58,0.76,0.4,0.6,0.82
Brazil,Aveiro,3.23,3.23,215.07,1964,0.8,29.2,0.4,0.8,1.0,20,0.8,0.58,0.76,0.4,0.6,0.82
Australia,Hobart,3.77,3.77,237.72,2248,1.0,22.5,1.0,0.8,1.0,30,0.88,0.6,0.76,0.4,0.8,0.8
United States,Hobart,3.77,3.77,237.72,2248,1.0,22.5,1.0,0.8,1.0,30,0.88,0.6,0.76,0.4,0.8,0.8
United States,Hobart,3.77,3.77,237.72,2248,1.0,22.5,1.0,0.8,1.0,30,0.88,0.6,0.76,0.4,0.8,0.8
Macedonia,Skopje,1.75,1.75,142.21,1206,0.4,67.0,0.0,0.4,0.6,15,0.69,0.4,0.76,0.8,0.0,0.6
United States,Gainesville,4.0,4.0,366.0,2590,1.0,34.0,0.8,0.6,0.8,70,0.83,0.6,0.76,0.4,0.76,0.8
United States,Gainesville,4.0,4.0,366.0,2590,1.0,34.0,0.8,0.6,0.8,70,0.83,0.6,0.76,0.4,0.76,0.8
United States,Gainesville,4.0,4.0,366.0,2590,1.0,34.0,0.8,0.6,0.8,70,0.83,0.6,0.76,0.4,0.76,0.8
United States,Gainesville,4.0,4.0,366.0,2590,1.0,34.0,0.8,0.6,0.8,70,0.83,0.6,0.76,0.4,0.76,0.8
Japan,Hiroshima,6.62,6.62,92.52,2258,0.8,35.1,0.6,0.6,0.8,27,0.82,0.8,0.76,0.4,0.6,0.8
China,Shanghai,2.92,2.92,145.84,2147,1.0,74.9,0.8,0.2,1.0,6,0.76,0.96,0.76,0.8,0.8,0.82
United Kingdom,Brighton,4.37,4.37,248.26,3273,0.0,32.4,0.8,0.6,0.8,0,0.84,0.8,0.76,0.8,1.0,0.8
United States,Brighton,4.37,4.37,248.26,3273,0.0,32.4,0.8,0.6,0.8,0,0.84,0.8,0.76,0.8,1.0,0.8
United States,Brighton,4.37,4.37,248.26,3273,0.0,32.4,0.8,0.6,0.8,0,0.84,0.8,0.76,0.8,1.0,0.8
Canada,Brighton,4.37,4.37,248.26,3273,0.0,32.4,0.8,0.6,0.8,0,0.84,0.8,0.76,0.8,1.0,0.8
United States,Brighton,4.37,4.37,248.26,3273,0.0,32.4,0.8,0.6,0.8,0,0.84,0.8,0.76,0.8,1.0,0.8
United States,Baton Rouge,4.63,4.63,616.1,2908,0.8,34.0,0.8,0.6,1.0,27,0.88,1.0,0.76,0.8,0.6,0.8
Japan,Yokohama,5.24,5.24,92.52,2062,0.6,35.1,0.8,0.6,0.6,12,0.81,0.6,0.76,0.4,0.6,1.0
Canada,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0
United Kingdom,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0
United States,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0
New Zealand,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0
United States,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0
United States,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0
United States,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0
Poland,Wrocław,2.43,2.43,121.7,2478,0.42,40.7,0.6,0.6,0.8,30,0.77,0.6,0.76,0.8,0.4,0.6
Ireland,Dublin,5.38,5.38,161.3,3292,0.6,22.5,0.4,0.8,0.6,31,0.83,1.0,0.76,0.8,1.0,0.96
United States,Dublin,5.38,5.38,161.3,3292,0.6,22.5,0.4,0.8,0.6,31,0.83,1.0,0.76,0.8,1.0,0.96
United States,Dublin,5.38,5.38,161.3,3292,0.6,22.5,0.4,0.8,0.6,31,0.83,1.0,0.76,0.8,1.0,0.96
United States,Dublin,5.38,5.38,161.3,3292,0.6,22.5,0.4,0.8,0.6,31,0.83,1.0,0.76,0.8,1.0,0.96
Italy,Turin,8.6,8.6,268.83,3500,0.6,43.1,0.2,0.6,0.8,29,0.79,0.4,0.76,0.8,0.4,0.8
United States,Chico,4.0,4.0,150.0,2489,0.8,34.0,1.0,0.6,1.0,28,0.84,1.0,0.76,0.4,0.8,0.8
Canada,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Seychelles,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Malta,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Philippines,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
United States,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Philippines,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Philippines,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Chile,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Argentina,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
Philippines,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
United States,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
El Salvador,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0
South Korea,Daejeon,3.63,3.63,21.35,1725,0.8,36.1,1.0,0.6,0.8,37,0.82,0.6,0.76,1.0,0.6,1.0
Australia,Sydney,5.66,5.66,301.86,2895,0.8,22.5,0.6,0.8,1.0,18,0.8,0.4,0.76,0.8,0.8,0.8
United States,Flagstaff,3.0,3.0,503.0,3117,0.6,34.0,0.8,0.6,0.8,27,0.83,0.8,0.76,0.4,0.6,0.8
United Kingdom,Glasgow,4.37,4.37,37.43,2720,1.0,32.4,0.4,0.6,1.0,0,0.86,0.8,0.76,0.8,1.0,1.0
United States,Glasgow,4.37,4.37,37.43,2720,1.0,32.4,0.4,0.6,1.0,0,0.86,0.8,0.76,0.8,1.0,1.0
United States,Glasgow,4.37,4.37,37.43,2720,1.0,32.4,0.4,0.6,1.0,0,0.86,0.8,0.76,0.8,1.0,1.0
Japan,Sendai,6.62,6.62,92.52,2082,0.6,35.1,0.8,0.6,0.4,24,0.79,0.4,0.76,0.6,0.6,1.0
France,Lille,6.45,6.45,150.55,2927,1.0,34.5,0.6,0.6,0.8,14,0.84,0.8,0.76,0.4,0.6,0.93
Belgium,Lille,6.45,6.45,150.55,2927,1.0,34.5,0.6,0.6,0.8,14,0.84,0.8,0.76,0.4,0.6,0.93
Belarus,Minsk,0.75,0.75,74.9,1329,0.9,73.9,0.4,0.2,1.0,21,0.72,0.6,0.76,0.8,0.0,0.64
Japan,Sapporo,5.53,5.53,92.52,2250,0.6,35.1,0.8,0.6,0.6,24,0.82,0.6,0.76,0.8,0.6,1.0
France,Lyon,6.45,6.45,161.3,3036,0.8,34.5,0.6,0.6,0.8,8,0.82,0.6,0.76,0.8,0.6,0.8
United States,Fairfax,7.5,7.5,250.0,3587,1.0,34.0,0.8,0.6,0.8,55,0.85,0.8,0.75,0.8,0.8,0.8
France,Nantes,4.3,4.3,16.13,2124,0.8,34.5,0.4,0.6,0.8,36,0.81,0.42,0.75,0.4,0.6,0.8
United States,Memphis,4.38,4.38,150.0,2561,1.0,34.0,0.8,0.6,0.8,29,0.82,0.6,0.75,0.8,0.8,0.8
United States,Memphis,4.38,4.38,150.0,2561,1.0,34.0,0.8,0.6,0.8,29,0.82,0.6,0.75,0.8,0.8,0.8
United States,Boise,4.5,4.5,366.0,3076,1.0,34.0,0.8,0.6,0.8,13,0.84,1.0,0.75,0.8,0.8,0.8
Poland,Kraków,2.43,2.43,48.68,2208,0.44,40.7,0.6,0.6,0.6,0,0.76,0.6,0.75,0.8,0.4,0.64
Portugal,Funchal,1.77,1.77,86.03,2030,0.6,29.2,0.4,0.8,0.8,21,0.79,0.6,0.75,0.4,0.6,0.8
Russia,Moscow,3.79,3.79,197.02,1883,0.4,81.0,1.0,0.2,0.4,13,0.59,1.0,0.75,1.0,0.6,0.6
United States,Moscow,3.79,3.79,197.02,1883,0.4,81.0,1.0,0.2,0.4,13,0.59,1.0,0.75,1.0,0.6,0.6
India,Gurgaon,2.58,2.58,132.88,1394,0.4,79.6,0.4,0.2,0.4,5,0.68,0.4,0.75,0.8,0.2,0.6
United States,Des Moines,5.0,5.0,250.0,2883,0.8,34.0,0.6,0.6,1.0,38,0.83,0.6,0.75,0.4,0.8,0.8
United States,Des Moines,5.0,5.0,250.0,2883,0.8,34.0,0.6,0.6,1.0,38,0.83,0.6,0.75,0.4,0.8,0.8
Spain,Bilbao,5.38,5.38,193.56,2808,0.8,39.8,0.6,0.8,0.8,43,0.8,0.4,0.75,0.2,0.4,0.6
Chile,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Dominican Republic,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Philippines,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Panama,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Brazil,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Mexico,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Philippines,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Philippines,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Costa Rica,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
Peru,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6
United States,Mount Vernon,4.0,4.0,458.0,3553,0.6,34.0,0.8,0.6,0.6,0,0.82,0.6,0.75,0.8,0.6,0.8
United States,Mount Vernon,4.0,4.0,458.0,3553,0.6,34.0,0.8,0.6,0.6,0,0.82,0.6,0.75,0.8,0.6,0.8
United States,Mount Vernon,4.0,4.0,458.0,3553,0.6,34.0,0.8,0.6,0.6,0,0.82,0.6,0.75,0.8,0.6,0.8
United States,Mount Vernon,4.0,4.0,458.0,3553,0.6,34.0,0.8,0.6,0.6,0,0.82,0.6,0.75,0.8,0.6,0.8
United States,Mount Vernon,4.0,4.0,458.0,3553,0.6,34.0,0.8,0.6,0.6,0,0.82,0.6,0.75,0.8,0.6,0.8
United States,Knoxville,5.0,5.0,90.0,2334,1.0,34.0,0.8,0.6,0.8,13,0.81,0.4,0.75,0.4,0.8,0.8
Germany,Leipzig,4.3,4.3,161.3,2128,1.0,28.6,0.0,0.8,0.78,47,0.8,0.6,0.74,0.4,0.8,0.8
Serbia,Belgrade,1.35,1.35,87.43,1014,0.8,72.0,0.62,0.6,0.82,10,0.71,1.0,0.74,0.8,0.62,0.8
United States,Belgrade,1.35,1.35,87.43,1014,0.8,72.0,0.62,0.6,0.82,10,0.71,1.0,0.74,0.8,0.62,0.8
United States,Provo,5.0,5.0,406.26,3013,0.8,34.0,0.6,0.6,0.8,80,0.84,0.8,0.74,0.6,0.8,0.8
United States,Ogden,5.0,5.0,79.0,2617,0.0,34.0,0.0,0.6,0.8,56,0.8,0.8,0.74,0.6,0.8,0.8
United States,Ogden,5.0,5.0,79.0,2617,0.0,34.0,0.0,0.6,0.8,56,0.8,0.8,0.74,0.6,0.8,0.8
United States,Ogden,5.0,5.0,79.0,2617,0.0,34.0,0.0,0.6,0.8,56,0.8,0.8,0.74,0.6,0.8,0.8
United States,Reno,5.0,5.0,300.0,2604,0.8,34.0,0.6,0.6,0.6,13,0.8,1.0,0.74,0.2,0.8,0.6
Mexico,Guadalajara,1.93,1.93,217.65,1958,0.6,70.4,0.0,0.2,0.8,13,0.72,1.0,0.74,0.4,0.0,0.24
Spain,Guadalajara,1.93,1.93,217.65,1958,0.6,70.4,0.0,0.2,0.8,13,0.72,1.0,0.74,0.4,0.0,0.24
United Kingdom,Birmingham,4.37,4.37,342.44,3367,1.0,32.4,0.6,0.6,0.8,0,0.88,0.4,0.74,0.8,1.0,1.0
United States,Birmingham,4.37,4.37,342.44,3367,1.0,32.4,0.6,0.6,0.8,0,0.88,0.4,0.74,0.8,1.0,1.0
United States,Birmingham,4.37,4.37,342.44,3367,1.0,32.4,0.6,0.6,0.8,0,0.88,0.4,0.74,0.8,1.0,1.0
Canada,Calgary,5.54,5.54,221.57,3002,0.6,23.8,0.2,0.8,0.8,0,0.79,0.6,0.74,0.8,0.96,0.6
United States,Virginia Beach,5.59,5.59,139.0,2243,0.8,34.0,0.8,0.6,0.6,27,0.83,0.8,0.74,0.4,0.6,0.8
United States,Battle Creek,1.89,1.89,132.98,1310,0.6,34.0,0.8,0.6,0.6,34,0.78,0.6,0.74,0.6,0.6,0.6
Denmark,Copenhagen,8.67,8.67,270.94,4850,1.0,21.5,0.2,1.0,0.8,32,0.84,1.0,0.74,0.8,0.98,1.0
France,Paris,8.06,8.06,322.6,3944,0.8,34.5,0.6,0.6,0.64,15,0.81,1.0,0.74,0.8,0.8,0.6
United States,Paris,8.06,8.06,322.6,3944,0.8,34.5,0.6,0.6,0.64,15,0.81,1.0,0.74,0.8,0.8,0.6
United States,Paris,8.06,8.06,322.6,3944,0.8,34.5,0.6,0.6,0.64,15,0.81,1.0,0.74,0.8,0.8,0.6
United States,Paris,8.06,8.06,322.6,3944,0.8,34.5,0.6,0.6,0.64,15,0.81,1.0,0.74,0.8,0.8,0.6
United States,Paris,8.06,8.06,322.6,3944,0.8,34.5,0.6,0.6,0.64,15,0.81,1.0,0.74,0.8,0.8,0.6
United States,Los Angeles,5.0,5.0,125.0,4083,0.8,34.0,1.0,0.6,1.0,19,0.84,1.0,0.74,1.0,0.8,0.6
Germany,Karlsruhe,4.3,4.3,215.07,2181,1.0,28.6,0.4,0.8,0.6,38,0.8,0.22,0.74,0.4,0.8,1.0
United States,Newark,7.25,7.25,400.0,4072,0.8,34.0,0.6,0.6,0.8,9,0.82,0.8,0.74,0.8,0.8,0.75
United States,Newark,7.25,7.25,400.0,4072,0.8,34.0,0.6,0.6,0.8,9,0.82,0.8,0.74,0.8,0.8,0.75
United States,Newark,7.25,7.25,400.0,4072,0.8,34.0,0.6,0.6,0.8,9,0.82,0.8,0.74,0.8,0.8,0.75
United States,Newark,7.25,7.25,400.0,4072,0.8,34.0,0.6,0.6,0.8,9,0.82,0.8,0.74,0.8,0.8,0.75
United States,Newark,7.25,7.25,400.0,4072,0.8,34.0,0.6,0.6,0.8,9,0.82,0.8,0.74,0.8,0.8,0.75
Portugal,Coimbra,4.3,4.3,118.29,2009,1.0,29.2,0.6,0.8,0.8,21,0.78,0.6,0.74,0.4,0.6,0.6
Italy,Pisa,3.49,3.49,268.83,2281,0.8,43.1,1.0,0.6,0.6,19,0.75,0.8,0.74,1.0,0.4,0.8
