country,city,coffee_in_cafe,cost_beer,cost_coworking,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,life_score,nightlife,nomad_score,places_to_work,racism,safety
Canada,Vancouver,3.69,3.69,350.82,3522,1.0,23.8,1.0,0.8,0.62,0,0.77,0.58,0.7,0.8,1.0,0.8
United States,Vancouver,3.69,3.69,350.82,3522,1.0,23.8,1.0,0.8,0.62,0,0.77,0.58,0.7,0.8,1.0,0.8
China,Zhongshan,0.0,0.0,525.23,1711,0.6,74.9,0.4,0.2,0.4,78,0.69,0.4,0.7,0.4,0.2,0.6
China,Zhongshan,0.0,0.0,525.23,1711,0.6,74.9,0.4,0.2,0.4,78,0.69,0.4,0.7,0.4,0.2,0.6
Bosnia and Herzegovina,Sarajevo,1.1,1.1,164.9,1517,0.6,58.8,0.2,0.6,1.0,16,0.74,0.8,0.7,0.4,0.0,0.6
United Kingdom,Belfast,4.37,4.37,185.88,2655,0.8,32.4,0.4,0.6,0.6,0,0.75,0.6,0.7,0.4,1.0,0.6
Italy,Como,2.69,2.69,193.56,2334,0.6,43.1,0.6,0.6,0.8,12,0.72,0.6,0.7,0.6,0.4,0.8
Canada,Edmonton,2.95,2.95,44.31,2048,1.0,23.8,0.4,0.8,1.0,0,0.76,0.4,0.7,0.4,1.0,0.6
United Kingdom,Edmonton,2.95,2.95,44.31,2048,1.0,23.8,0.4,0.8,1.0,0,0.76,0.4,0.7,0.4,1.0,0.6
Spain,Pamplona,2.15,2.15,198.94,2426,0.6,39.8,0.6,0.8,0.6,19,0.78,0.6,0.7,0.4,0.6,0.8
Colombia,Pamplona,2.15,2.15,198.94,2426,0.6,39.8,0.6,0.8,0.6,19,0.78,0.6,0.7,0.4,0.6,0.8
Philippines,Pamplona,2.15,2.15,198.94,2426,0.6,39.8,0.6,0.8,0.6,19,0.78,0.6,0.7,0.4,0.6,0.8
Philippines,Pamplona,2.15,2.15,198.94,2426,0.6,39.8,0.6,0.8,0.6,19,0.78,0.6,0.7,0.4,0.6,0.8
Philippines,Pamplona,2.15,2.15,198.94,2426,0.6,39.8,0.6,0.8,0.6,19,0.78,0.6,0.7,0.4,0.6,0.8
Belgium,Bruges,3.76,3.76,346.34,3155,0.6,29.0,0.8,0.8,0.8,67,0.81,0.8,0.7,0.8,0.6,0.8
France,Bruges,3.76,3.76,346.34,3155,0.6,29.0,0.8,0.8,0.8,67,0.81,0.8,0.7,0.8,0.6,0.8
Australia,Darwin,9.43,9.43,766.73,4441,1.0,22.5,0.8,0.8,1.0,25,0.86,0.8,0.7,0.4,0.8,0.8
Brazil,Campinas,2.91,2.91,84.49,2031,0.56,65.3,0.6,0.4,0.8,9,0.7,1.0,0.7,0.4,0.8,0.6
United States,Stamford,7.5,7.5,250.0,3966,1.0,34.0,1.0,0.6,0.8,16,0.79,0.4,0.7,0.4,0.8,0.0
United Kingdom,Stamford,7.5,7.5,250.0,3966,1.0,34.0,1.0,0.6,0.8,16,0.79,0.4,0.7,0.4,0.8,0.0
United Arab Emirates,Dubai,3.4,3.4,680.65,5452,0.62,44.5,0.64,0.4,0.8,6,0.78,0.43,0.7,0.8,0.64,1.0
Russia,Saint Petersburg,3.03,3.03,113.67,1724,0.4,81.0,0.6,0.2,0.8,0,0.57,0.4,0.69,1.0,0.64,0.58
Bulgaria,Burgas,7.5,7.5,610.0,3212,1.0,53.7,1.0,0.4,0.8,24,0.76,1.0,0.69,0.4,0.4,0.6
Romania,Bucharest,2.98,2.98,119.11,2235,0.6,52.9,0.27,0.6,0.6,54,0.71,0.8,0.69,0.4,0.38,0.62
Italy,Naples,8.06,8.06,655.95,3819,0.6,43.1,0.4,0.6,0.8,22,0.75,0.4,0.69,0.4,0.4,0.6
United States,Naples,8.06,8.06,655.95,3819,0.6,43.1,0.4,0.6,0.8,22,0.75,0.4,0.69,0.4,0.4,0.6
Spain,Granada,5.38,5.38,322.6,2514,0.8,39.8,0.2,0.8,0.6,6,0.74,1.0,0.69,0.4,0.4,0.6
Nicaragua,Granada,5.38,5.38,322.6,2514,0.8,39.8,0.2,0.8,0.6,6,0.74,1.0,0.69,0.4,0.4,0.6
Colombia,Granada,5.38,5.38,322.6,2514,0.8,39.8,0.2,0.8,0.6,6,0.74,1.0,0.69,0.4,0.4,0.6
Colombia,Granada,5.38,5.38,322.6,2514,0.8,39.8,0.2,0.8,0.6,6,0.74,1.0,0.69,0.4,0.4,0.6
China,Shenzhen,2.19,2.19,291.68,1581,0.6,74.9,0.6,0.2,0.6,18,0.66,0.6,0.69,0.4,0.4,0.6
Austria,Salzburg,3.76,3.76,309.69,2595,1.0,27.5,0.6,0.8,0.8,14,0.76,0.4,0.69,0.6,0.6,0.8
Italy,Trieste,3.23,3.23,241.95,2212,1.0,43.1,1.0,0.6,0.8,12,0.73,0.6,0.69,0.4,0.4,0.8
Canada,Nanaimo,5.54,5.54,184.64,2757,1.0,23.8,0.8,0.8,0.6,0,0.77,0.4,0.69,0.4,1.0,1.0
Netherlands,Tilburg,4.3,4.3,333.22,3376,0.8,28.2,0.8,1.0,0.8,22,0.82,0.6,0.69,0.8,0.6,1.0
Germany,Aachen,4.3,4.3,393.57,2785,1.0,28.6,0.8,0.8,0.8,18,0.8,0.8,0.69,0.4,0.8,0.8
Indonesia,Makassar,0.75,0.75,5.61,593,0.4,74.9,0.4,0.2,0.6,5,0.62,0.6,0.69,0.6,0.4,0.4
China,Hangzhou,1.46,1.46,118.67,1595,0.8,74.9,1.0,0.2,0.8,20,0.66,0.6,0.69,0.8,0.4,0.6
Finland,Helsinki,5.38,5.38,129.04,3030,1.0,18.8,1.0,1.0,1.0,26,0.83,0.8,0.69,0.4,0.8,1.0
Croatia,Zagreb,1.43,1.43,143.21,1960,0.62,52.4,0.8,0.6,0.8,17,0.72,0.6,0.69,0.4,0.42,0.8
Thailand,Hua Hin,1.55,1.55,172.39,1232,0.6,78.8,0.4,0.2,0.6,13,0.66,0.6,0.69,0.4,0.6,0.4
United States,Dayton,6.5,6.5,150.0,3056,1.0,34.0,1.0,0.6,0.8,13,0.81,0.6,0.69,0.4,0.8,0.8
United States,Dayton,6.5,6.5,150.0,3056,1.0,34.0,1.0,0.6,0.8,13,0.81,0.6,0.69,0.4,0.8,0.8
United States,Dayton,6.5,6.5,150.0,3056,1.0,34.0,1.0,0.6,0.8,13,0.81,0.6,0.69,0.4,0.8,0.8
Czechia,Brno,0.97,0.97,79.25,1699,0.8,40.8,0.4,0.8,0.8,26,0.74,0.6,0.69,0.4,0.4,0.8
Oman,Muscat,2.6,2.6,23.37,3602,0.6,51.6,0.4,0.2,0.6,6,0.75,0.4,0.69,0.6,0.0,0.8
Canada,Moncton,5.54,5.54,450.52,3238,1.0,23.8,0.8,0.8,1.0,0,0.8,0.6,0.69,0.8,1.0,1.0
Italy,Venice,8.06,8.06,1451.69,5336,1.0,43.1,0.8,0.6,1.0,14,0.81,0.8,0.69,0.4,0.4,0.8
United States,Venice,8.06,8.06,1451.69,5336,1.0,43.1,0.8,0.6,1.0,14,0.81,0.8,0.69,0.4,0.4,0.8
Canada,Toronto,3.69,3.69,221.57,3326,0.6,23.8,0.6,0.8,0.82,0,0.76,1.0,0.69,0.8,1.0,0.64
Germany,Hannover,4.3,4.3,204.31,2957,1.0,28.6,0.6,0.8,0.8,0,0.79,0.6,0.69,0.6,0.8,1.0
Israel,Jerusalem,7.8,7.8,298.95,5587,1.0,76.4,0.6,0.4,0.6,23,0.82,1.0,0.69,0.4,0.8,0.6
Philippines,Merida,2.18,2.18,31.44,1671,0.6,70.4,0.8,0.2,0.8,0,0.7,0.4,0.69,0.4,0.0,0.62
United States,Hartford,7.5,7.5,200.0,3750,1.0,34.0,1.0,0.6,0.8,16,0.78,0.4,0.69,0.4,0.8,0.6
United States,Hartford,7.5,7.5,200.0,3750,1.0,34.0,1.0,0.6,0.8,16,0.78,0.4,0.69,0.4,0.8,0.6
United States,Hartford,7.5,7.5,200.0,3750,1.0,34.0,1.0,0.6,0.8,16,0.78,0.4,0.69,0.4,0.8,0.6
Canada,Abbotsford,4.43,4.43,360.42,2657,1.0,23.8,1.0,0.8,0.8,0,0.8,0.8,0.69,1.0,1.0,0.6
Canada,Brampton,2.95,2.95,258.5,2247,1.0,23.8,0.6,0.8,0.8,0,0.79,0.8,0.69,0.4,1.0,0.8
United States,Syracuse,3.0,3.0,433.0,3537,0.8,34.0,0.8,0.6,0.6,54,0.8,0.8,0.69,0.4,0.6,0.8
United States,Syracuse,3.0,3.0,433.0,3537,0.8,34.0,0.8,0.6,0.6,54,0.8,0.8,0.69,0.4,0.6,0.8
Ecuador,Cuenca,1.5,1.5,70.0,971,0.6,75.6,0.4,0.4,0.8,8,0.7,0.4,0.69,0.4,0.6,0.6
Spain,Cuenca,1.5,1.5,70.0,971,0.6,75.6,0.4,0.4,0.8,8,0.7,0.4,0.69,0.4,0.6,0.6
Philippines,Cuenca,1.5,1.5,70.0,971,0.6,75.6,0.4,0.4,0.8,8,0.7,0.4,0.69,0.4,0.6,0.6
Monaco,Monaco,5.38,5.38,225.82,5401,0.8,80.39999999999999,0.6,0.8039999999999999,0.8,19,0.82,1.0,0.68,0.8,0.6,1.0
Austria,Graz,4.3,4.3,268.83,2524,1.0,27.5,0.6,0.8,1.0,17,0.8,0.6,0.68,0.4,0.6,0.8
Romania,Craiova,1.79,1.79,145.31,1733,0.6,52.9,0.6,0.6,0.6,23,0.73,0.6,0.68,0.6,0.4,0.6
Peru,Chachapoyas,1.46,1.46,118.58,895,0.0,72.0,0.4,0.6,0.8,0,0.68,0.4,0.68,0.4,0.6,0.6
Ecuador,Guayaquil,2.37,2.37,52.0,1372,0.6,75.6,0.0,0.4,0.6,7,0.69,0.44,0.68,0.4,0.6,0.6
Italy,Treviso,3.23,3.23,161.3,1925,0.8,43.1,1.0,0.6,0.6,6,0.71,0.8,0.68,0.4,0.4,0.6
France,Strasbourg,5.38,5.38,326.9,3109,0.6,34.5,0.8,0.6,0.6,45,0.78,0.6,0.68,0.4,0.6,0.8
Croatia,Split,1.07,1.07,229.13,2246,0.8,52.4,0.6,0.6,0.8,9,0.72,0.4,0.68,0.4,0.4,0.6
Turkey,Gaziantep,0.0,0.0,272.28,1872,0.6,77.3,0.6,0.2,0.8,9,0.69,0.6,0.68,0.6,0.4,0.8
United Kingdom,Southampton,4.37,4.37,342.44,3539,0.8,32.4,0.6,0.6,0.8,0,0.81,1.0,0.68,0.6,1.0,0.8
United States,Southampton,4.37,4.37,342.44,3539,0.8,32.4,0.6,0.6,0.8,0,0.81,1.0,0.68,0.6,1.0,0.8
United States,Southampton,4.37,4.37,342.44,3539,0.8,32.4,0.6,0.6,0.8,0,0.81,1.0,0.68,0.6,1.0,0.8
Cuba,Havana,1.0,1.0,183.0,1963,0.6,66.3,0.4,0.2,1.0,6,0.73,0.8,0.68,0.4,0.6,0.8
United States,Bogota,1.6,1.6,152.05,1283,0.2,80.2,0.6,0.2,1.0,0,0.6,1.0,0.68,0.8,0.4,0.27
Italy,Verona,6.45,6.45,160.22,3035,0.0,43.1,0.8,0.6,0.8,13,0.72,0.4,0.68,0.4,0.4,0.8
United States,Verona,6.45,6.45,160.22,3035,0.0,43.1,0.8,0.6,0.8,13,0.72,0.4,0.68,0.4,0.4,0.8
United States,Verona,6.45,6.45,160.22,3035,0.0,43.1,0.8,0.6,0.8,13,0.72,0.4,0.68,0.4,0.4,0.8
Brazil,Porto Alegre,2.19,2.19,23.31,1772,0.4,65.3,0.2,0.4,0.8,8,0.67,0.6,0.68,0.4,0.8,0.4
Australia,Canberra,5.66,5.66,460.34,3060,1.0,22.5,1.0,0.8,1.0,10,0.81,1.0,0.68,0.4,0.8,1.0
Spain,Marbella,2.15,2.15,182.81,3178,0.8,39.8,0.8,0.8,0.8,7,0.81,1.0,0.68,0.4,0.6,1.0
Croatia,Osijek,1.07,1.07,87.36,1508,0.6,52.4,0.6,0.6,0.8,9,0.69,0.4,0.68,0.6,0.4,0.6
Dominican Republic,Jarabacoa,2.81,2.81,64.86,1116,0.6,70.8,1.0,0.6,1.0,7,0.7,0.6,0.68,0.95,0.8,0.6
Austria,Innsbruck,3.76,3.76,351.59,3337,0.6,27.5,0.6,0.8,0.6,22,0.78,0.6,0.68,0.6,0.6,0.8
Brunei,Bandar Seri Begawan,1.41,1.41,105.9,2795,0.6,62.0,0.6,0.2,0.8,0,0.69,0.4,0.68,0.8,0.4,0.6
Luxembourg,Luxembourg,7.72,7.72,376.36,3933,0.82,24.1,0.6,0.8,0.62,17,0.76,0.62,0.68,0.4,0.8,0.82
Colombia,Palermo,3.23,3.23,170.55,2492,0.6,43.1,0.6,0.6,0.6,14,0.74,0.6,0.68,0.4,0.6,0.8
Italy,Palermo,3.23,3.23,170.55,2492,0.6,43.1,0.6,0.6,0.6,14,0.74,0.6,0.68,0.4,0.6,0.8
China,Dongguan,4.79,4.79,72.92,1942,0.6,74.9,0.4,0.2,0.6,5,0.66,0.6,0.68,0.4,0.2,0.6
China,Dongguan,4.79,4.79,72.92,1942,0.6,74.9,0.4,0.2,0.6,5,0.66,0.6,0.68,0.4,0.2,0.6
Germany,Heidelberg,3.23,3.23,348.96,2983,0.6,28.6,0.6,0.8,0.6,38,0.78,0.6,0.68,0.6,0.6,0.8
Brazil,Salvador,2.36,2.36,203.94,2198,0.6,65.3,0.6,0.4,0.6,9,0.64,0.8,0.67,0.6,0.6,0.4
Cuba,Salvador,2.36,2.36,203.94,2198,0.6,65.3,0.6,0.4,0.6,9,0.64,0.8,0.67,0.6,0.6,0.4
Netherlands,Leeuwarden,3.76,3.76,327.97,3518,0.6,28.2,0.8,1.0,0.6,47,0.79,0.4,0.67,0.6,0.6,1.0
Croatia,Rijeka,1.07,1.07,87.36,1958,0.6,52.4,0.8,0.6,0.8,8,0.7,0.4,0.67,0.4,0.4,0.8
Malaysia,Johor Bahru,0.81,0.81,80.64,1283,0.4,66.1,0.4,0.2,0.6,10,0.61,0.4,0.67,0.4,0.0,0.4
Denmark,Aarhus,7.22,7.22,587.57,4374,1.0,21.5,0.8,1.0,0.8,20,0.83,0.8,0.67,0.8,1.0,1.0
Switzerland,Lugano,10.03,10.03,70.24,4727,1.0,21.8,0.8,0.8,1.0,21,0.81,0.8,0.67,0.4,0.6,1.0
United States,Monterey,5.0,5.0,494.0,4340,0.6,34.0,0.8,0.6,0.6,44,0.79,0.6,0.67,0.4,0.6,0.8
China,Zibo,1.57,1.57,481.28,1226,0.6,74.9,0.4,0.2,0.4,18,0.65,0.4,0.67,0.4,0.2,0.6
China,Nanyang,0.73,0.73,59.25,387,0.8,74.9,0.4,0.2,0.4,13,0.63,0.6,0.67,0.6,0.4,0.8
Israel,Haifa,6.5,6.5,528.68,4957,0.8,72.2,0.6,0.4,0.6,12,0.81,0.6,0.67,0.6,0.8,0.6
Russia,Kazan,6.06,6.06,60.62,2107,0.4,81.0,0.4,0.2,0.6,11,0.59,0.6,0.67,0.8,0.4,0.44
Norway,Bergen,8.15,8.15,663.13,4745,1.0,21.2,0.8,1.0,0.8,22,0.84,0.6,0.67,0.8,0.8,1.0
Netherlands,Bergen,8.15,8.15,663.13,4745,1.0,21.2,0.8,1.0,0.8,22,0.84,0.6,0.67,0.8,0.8,1.0
Germany,Bergen,8.15,8.15,663.13,4745,1.0,21.2,0.8,1.0,0.8,22,0.84,0.6,0.67,0.8,0.8,1.0
Germany,Bergen,8.15,8.15,663.13,4745,1.0,21.2,0.8,1.0,0.8,22,0.84,0.6,0.67,0.8,0.8,1.0
Netherlands,Bergen,8.15,8.15,663.13,4745,1.0,21.2,0.8,1.0,0.8,22,0.84,0.6,0.67,0.8,0.8,1.0
United Kingdom,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8
United States,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8
United States,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8
United States,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8
United States,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8
United States,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8
United States,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8
Netherlands,Lelystad,4.3,4.3,327.97,3455,0.6,28.2,0.8,1.0,0.6,20,0.77,0.2,0.67,0.8,0.6,1.0
United States,Ithaca,3.0,3.0,433.0,4127,0.6,34.0,0.8,0.6,0.6,23,0.79,0.6,0.67,0.4,0.6,0.8
Sri Lanka,Colombo,0.84,0.84,68.7,1046,0.8,87.7,0.6,0.2,1.0,6,0.66,0.24,0.67,0.6,0.0,0.8
Brazil,Colombo,0.84,0.84,68.7,1046,0.8,87.7,0.6,0.2,1.0,6,0.66,0.24,0.67,0.6,0.0,0.8
Montenegro,Bar,1.08,1.08,87.9,738,0.4,55.2,0.2,0.4,1.0,5,0.7,0.6,0.67,0.2,0.0,0.6
Ukraine,Bar,1.08,1.08,87.9,738,0.4,55.2,0.2,0.4,1.0,5,0.7,0.6,0.67,0.2,0.0,0.6
Netherlands,Deventer,4.3,4.3,318.79,3759,0.6,28.2,0.8,1.0,0.6,41,0.78,0.2,0.67,0.6,0.6,1.0
United States,Santa Monica,5.0,5.0,299.0,5396,0.8,34.0,0.4,0.6,0.8,31,0.8,1.0,0.67,0.8,0.8,0.8
Philippines,Santa Monica,5.0,5.0,299.0,5396,0.8,34.0,0.4,0.6,0.8,31,0.8,1.0,0.67,0.8,0.8,0.8
Israel,Beersheba,5.33,5.33,433.54,4764,0.8,71.80000000000001,0.4,0.4,0.6,11,0.79,0.4,0.67,0.6,0.8,0.6
Germany,Erlangen,3.23,3.23,343.72,2972,0.6,28.6,0.6,0.8,0.6,15,0.76,0.6,0.67,0.6,0.6,0.8
Turkey,Antalya,2.29,2.29,260.38,2016,0.4,77.3,0.4,0.2,1.0,7,0.71,0.8,0.67,0.4,0.4,0.8
Italy,Avellino,2.69,2.69,219.09,1833,0.6,43.1,0.2,0.6,0.8,15,0.7,0.4,0.67,0.4,0.4,0.6
United Kingdom,Aberdeen,4.37,4.37,343.07,3159,1.0,32.4,0.6,0.6,0.8,0,0.79,0.6,0.66,0.4,1.0,0.8
United States,Aberdeen,4.37,4.37,343.07,3159,1.0,32.4,0.6,0.6,0.8,0,0.79,0.6,0.66,0.4,1.0,0.8
United States,Aberdeen,4.37,4.37,343.07,3159,1.0,32.4,0.6,0.6,0.8,0,0.79,0.6,0.66,0.4,1.0,0.8
United States,Aberdeen,4.37,4.37,343.07,3159,1.0,32.4,0.6,0.6,0.8,0,0.79,0.6,0.66,0.4,1.0,0.8
United States,Aberdeen,4.37,4.37,343.07,3159,1.0,32.4,0.6,0.6,0.8,0,0.79,0.6,0.66,0.4,1.0,0.8
Colombia,Cartagena,1.6,1.6,320.1,1957,0.4,80.2,0.6,0.2,1.0,5,0.63,0.8,0.66,0.4,0.4,0.8
Spain,Cartagena,1.6,1.6,320.1,1957,0.4,80.2,0.6,0.2,1.0,5,0.63,0.8,0.66,0.4,0.4,0.8
Chile,Cartagena,1.6,1.6,320.1,1957,0.4,80.2,0.6,0.2,1.0,5,0.63,0.8,0.66,0.4,0.4,0.8
United Kingdom,Northampton,4.37,4.37,342.44,3130,1.0,32.4,0.6,0.6,0.8,0,0.78,1.0,0.66,0.8,1.0,0.6
United States,Northampton,4.37,4.37,342.44,3130,1.0,32.4,0.6,0.6,0.8,0,0.78,1.0,0.66,0.8,1.0,0.6
United States,Northampton,4.37,4.37,342.44,3130,1.0,32.4,0.6,0.6,0.8,0,0.78,1.0,0.66,0.8,1.0,0.6
United States,Northampton,4.37,4.37,342.44,3130,1.0,32.4,0.6,0.6,0.8,0,0.78,1.0,0.66,0.8,1.0,0.6
Bosnia and Herzegovina,Banja Luka,1.92,1.92,41.23,1536,0.6,54.2,0.6,0.6,0.8,5,0.71,0.6,0.66,0.6,0.0,0.6
Canada,Whistler,4.06,4.06,368.53,2170,0.6,23.8,0.8,0.8,0.8,0,0.75,0.6,0.66,0.8,0.6,0.8
United Kingdom,Reading,4.37,4.37,124.75,3212,0.6,32.4,0.6,0.6,0.6,0,0.76,0.8,0.66,0.4,1.0,0.6
United States,Reading,4.37,4.37,124.75,3212,0.6,32.4,0.6,0.6,0.6,0,0.76,0.8,0.66,0.4,1.0,0.6
United States,Reading,4.37,4.37,124.75,3212,0.6,32.4,0.6,0.6,0.6,0,0.76,0.8,0.66,0.4,1.0,0.6
United States,Reading,4.37,4.37,124.75,3212,0.6,32.4,0.6,0.6,0.6,0,0.76,0.8,0.66,0.4,1.0,0.6
India,Chennai,0.55,0.55,73.82,770,0.2,79.6,0.2,0.2,0.6,5,0.57,0.6,0.66,0.4,0.2,0.4
Australia,Adelaide,3.77,3.77,452.79,2345,1.0,22.5,0.8,0.8,0.8,4,0.83,0.8,0.66,0.8,0.8,1.0
Brazil,Rio de Janeiro,2.91,2.91,288.42,4017,0.0,65.3,0.76,0.4,0.8,11,0.59,1.0,0.66,1.0,0.8,0.2
United Kingdom,Coventry,4.37,4.37,342.44,3082,1.0,32.4,0.6,0.6,0.6,0,0.78,0.6,0.66,0.6,1.0,1.0
United States,Coventry,4.37,4.37,342.44,3082,1.0,32.4,0.6,0.6,0.6,0,0.78,0.6,0.66,0.6,1.0,1.0
United States,Coventry,4.37,4.37,342.44,3082,1.0,32.4,0.6,0.6,0.6,0,0.78,0.6,0.66,0.6,1.0,1.0
United States,Anchorage,6.0,6.0,325.0,3760,1.0,34.0,0.8,0.6,0.8,36,0.8,0.6,0.66,0.4,0.8,0.8
United States,Santa Barbara,6.0,6.0,529.0,5230,0.6,34.0,0.8,0.6,0.6,16,0.8,0.8,0.66,0.4,0.6,0.6
Philippines,Santa Barbara,6.0,6.0,529.0,5230,0.6,34.0,0.8,0.6,0.6,16,0.8,0.8,0.66,0.4,0.6,0.6
Philippines,Santa Barbara,6.0,6.0,529.0,5230,0.6,34.0,0.8,0.6,0.6,16,0.8,0.8,0.66,0.4,0.6,0.6
Argentina,Rosario,3.66,3.66,307.25,2863,0.6,48.4,0.56,0.6,0.6,8,0.73,0.6,0.66,0.6,0.6,0.38
Philippines,Rosario,3.66,3.66,307.25,2863,0.6,48.4,0.56,0.6,0.6,8,0.73,0.6,0.66,0.6,0.6,0.38
Philippines,Rosario,3.66,3.66,307.25,2863,0.6,48.4,0.56,0.6,0.6,8,0.73,0.6,0.66,0.6,0.6,0.38
Philippines,Rosario,3.66,3.66,307.25,2863,0.6,48.4,0.56,0.6,0.6,8,0.73,0.6,0.66,0.6,0.6,0.38
Philippines,Rosario,3.66,3.66,307.25,2863,0.6,48.4,0.56,0.6,0.6,8,0.73,0.6,0.66,0.6,0.6,0.38
Philippines,Rosario,3.66,3.66,307.25,2863,0.6,48.4,0.56,0.6,0.6,8,0.73,0.6,0.66,0.6,0.6,0.38
Uruguay,Rosario,3.66,3.66,307.25,2863,0.6,48.4,0.56,0.6,0.6,8,0.73,0.6,0.66,0.6,0.6,0.38
Indonesia,Bandung,0.75,0.75,48.63,776,0.4,74.9,0.6,0.2,0.8,8,0.66,0.4,0.66,0.4,0.4,0.6
Indonesia,Surabaya,0.75,0.75,91.28,714,0.6,74.9,0.6,0.2,0.6,5,0.65,0.4,0.66,0.4,0.4,0.6
Indonesia,Malang,0.75,0.75,5.61,615,0.4,74.9,0.6,0.2,0.6,5,0.62,0.6,0.66,0.6,0.4,0.4
France,Annecy,4.84,4.84,305.39,3482,0.6,34.5,0.6,0.6,0.4,12,0.75,0.6,0.66,0.4,0.6,0.8
Italy,Rimini,4.57,4.57,217.78,2916,0.6,43.1,0.6,0.6,0.8,13,0.74,0.6,0.66,0.6,0.6,0.8
United Kingdom,Cheltenham,4.74,4.74,420.41,3379,0.6,32.4,0.8,0.6,0.6,0,0.77,0.6,0.66,0.4,0.6,0.8
United States,Cheltenham,4.74,4.74,420.41,3379,0.6,32.4,0.8,0.6,0.6,0,0.77,0.6,0.66,0.4,0.6,0.8
India,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6
United States,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6
United States,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6
United States,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6
United States,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6
United States,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6
United States,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6
Canada,Fredericton,3.69,3.69,300.05,2676,1.0,23.8,0.6,0.8,0.8,0,0.77,0.4,0.66,0.8,1.0,0.8
Sri Lanka,Kandy,2.03,2.03,261.07,1272,0.6,87.7,0.6,0.2,0.8,6,0.63,0.6,0.66,0.6,0.4,0.6
Brazil,Fortaleza,2.19,2.19,177.71,2412,0.6,65.3,0.6,0.4,0.8,7,0.69,1.0,0.66,0.4,0.8,0.62
Senegal,Dakar,2.46,2.46,106.63,1620,0.4,83.6,0.4,0.6,1.0,6,0.61,0.4,0.65,0.4,0.0,0.64
Cyprus,Paphos,5.38,5.38,436.86,3207,0.73,64.0,0.4,0.8,0.56,6,0.7,0.8,0.65,0.4,0.6,0.76
China,Zhoukou,1.09,1.09,88.96,519,0.8,74.9,0.4,0.2,0.6,0,0.65,0.6,0.65,0.4,0.4,0.8
Mauritius,Port Louis,4.19,4.19,323.62,2399,0.6,43.2,0.6,0.6,0.8,5,0.73,0.6,0.65,0.8,0.4,0.6
India,Raipur,3.03,3.03,59.06,1344,0.4,79.6,0.6,0.2,0.6,11,0.61,0.2,0.65,0.4,0.6,0.4
India,Raipur,3.03,3.03,59.06,1344,0.4,79.6,0.6,0.2,0.6,11,0.61,0.2,0.65,0.4,0.6,0.4
Albania,Tirana,1.58,1.58,158.39,1555,0.6,61.2,0.6,0.6,0.8,9,0.64,0.8,0.65,0.6,0.0,0.6
Bahrain,Manama,2.65,2.65,216.71,4073,0.8,63.4,0.4,0.2,1.0,6,0.7,0.8,0.65,0.8,0.0,0.96
Turkey,Istanbul,2.29,2.29,152.45,2273,0.44,77.3,0.6,0.2,0.8,8,0.63,1.0,0.65,0.8,0.8,0.4
Mexico,Toluca,1.82,1.82,300.16,2028,0.4,70.4,0.4,0.2,0.4,23,0.62,0.6,0.65,0.4,0.6,0.4
Colombia,Barranquilla,1.46,1.46,111.68,1246,0.6,80.2,0.0,0.2,0.6,5,0.61,0.8,0.65,0.4,0.6,0.6
Italy,Lucca,4.84,4.84,170.55,3350,0.6,43.1,0.6,0.6,0.6,17,0.74,0.6,0.65,0.6,0.6,0.8
United Arab Emirates,Sharjah,2.99,2.99,243.4,3288,0.8,44.5,0.8,0.4,1.0,9,0.74,0.2,0.65,0.4,0.6,0.8
